price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
3500,2006.0,ford f-150,good,6,gas,270157.0,automatic,pickup,red,1.0,2018-06-24,56
4500,2014.0,chrysler 200,excellent,4,gas,73024.0,automatic,sedan,,,2018-09-02,12
7750,2015.0,volkswagen jetta,excellent,,gas,61600.0,automatic,sedan,,,2018-10-11,32
5490,2009.0,gmc sierra 1500,excellent,6,gas,249187.0,automatic,pickup,silver,,2018-10-04,34
5800,1999.0,ford f250 super duty,good,8,diesel,271000.0,automatic,truck,red,1.0,2018-05-12,12
7000,2014.0,ford fusion se,good,,gas,123000.0,automatic,sedan,blue,,2018-07-26,45
5500,2001.0,ford f250 super duty,fair,,gas,141555.0,automatic,pickup,red,1.0,2018-12-17,48
5000,2010.0,ford f-150,good,6,gas,219246.0,automatic,truck,white,1.0,2019-03-28,16
10500,1998.0,chevrolet corvette,excellent,8,gas,128000.0,automatic,coupe,red,,2018-09-20,79
3500,2007.0,jeep grand cherokee laredo,good,6,gas,181063.0,automatic,SUV,red,1.0,2018-11-01,53
27500,2012.0,ford f-250,excellent,6,diesel,,automatic,truck,white,1.0,2019-03-29,48
8500,2016.0,hyundai elantra,like new,4,gas,,automatic,sedan,blue,,2018-05-11,23
5850,2012.0,ford focus,excellent,4,gas,73000.0,automatic,hatchback,grey,,2018-07-31,37
2999,2002.0,honda civic,good,6,gas,128000.0,automatic,sedan,blue,,2018-07-20,162
2999,2007.0,honda civic,good,4,gas,140000.0,automatic,sedan,,,2018-05-17,36
5250,2008.0,toyota rav4,excellent,4,gas,131.0,automatic,SUV,black,,2018-06-25,31
6900,2011.0,toyota sienna,excellent,6,gas,122000.0,automatic,mini-van,,,2019-03-29,12
8000,2010.0,ram 2500,good,8,gas,230000.0,automatic,truck,silver,1.0,2018-09-01,60
3700,2014.0,nissan versa,excellent,4,gas,44000.0,automatic,sedan,grey,,2018-07-30,44
2800,2002.0,ford ranger,good,4,gas,186964.0,manual,truck,,,2019-02-13,19
58072,2019.0,chevrolet tahoe,excellent,8,gas,3423.0,automatic,SUV,silver,1.0,2019-04-14,38
5995,1995.0,ford f-150,good,8,gas,229370.0,manual,truck,green,1.0,2018-11-27,30
12995,2011.0,ford expedition,excellent,8,gas,146000.0,automatic,SUV,white,1.0,2019-02-25,39
9995,2013.0,chevrolet malibu,excellent,4,gas,100159.0,automatic,sedan,,,2019-02-01,22
9995,2010.0,chevrolet colorado,excellent,5,gas,124646.0,automatic,truck,,1.0,2019-03-17,92
8995,2011.0,ford escape,excellent,6,gas,101188.0,automatic,wagon,grey,1.0,2018-06-17,39
11495,2015.0,chevrolet equinox,excellent,4,gas,86461.0,automatic,wagon,black,1.0,2018-06-09,36
14995,2013.0,ford explorer,excellent,6,gas,88406.0,automatic,wagon,red,1.0,2019-04-12,19
25995,,chevrolet silverado 2500hd,excellent,8,gas,119273.0,automatic,truck,custom,1.0,2019-03-21,28
14995,2008.0,gmc sierra 2500hd,excellent,8,gas,122922.0,automatic,truck,blue,1.0,2019-03-18,19
6995,2010.0,chevrolet traverse,excellent,6,gas,150015.0,automatic,wagon,silver,1.0,2018-10-06,19
10995,2011.0,subaru forester,excellent,4,gas,65378.0,automatic,SUV,white,1.0,2019-03-24,7
12995,2009.0,chevrolet silverado 1500,excellent,8,gas,111526.0,automatic,truck,black,1.0,2018-09-23,33
13995,2009.0,gmc sierra 1500,excellent,8,gas,129986.0,automatic,truck,grey,1.0,2018-07-01,101
17995,2011.0,chevrolet silverado 2500hd,excellent,8,gas,119866.0,automatic,truck,white,1.0,2019-03-28,55
17995,2008.0,chevrolet silverado 2500hd,excellent,8,gas,62736.0,automatic,truck,custom,1.0,2018-08-19,65
4200,,nissan murano,good,6,gas,0.0,automatic,SUV,red,1.0,2018-08-24,21
11695,2013.0,ford edge,good,4,gas,,automatic,SUV,grey,,2018-12-22,46
5995,2006.0,chevrolet impala,good,8,gas,,automatic,sedan,white,,2019-02-16,77
8500,2007.0,toyota tundra,good,8,gas,,automatic,truck,white,,2018-06-24,66
7895,2012.0,chevrolet malibu,good,,gas,65559.0,automatic,sedan,silver,,2018-06-30,89
10495,2013.0,nissan maxima,good,6,gas,111298.0,automatic,sedan,white,,2018-07-26,40
8995,2011.0,chevrolet equinox,good,4,gas,108308.0,automatic,SUV,black,1.0,2018-07-04,40
3990,2010.0,toyota corolla,excellent,,gas,160750.0,manual,sedan,grey,,2019-01-02,26
10980,2011.0,ford f150,excellent,,gas,64441.0,automatic,truck,,,2019-02-07,75
11980,2010.0,ford f150,excellent,8,gas,66324.0,automatic,truck,,,2018-08-03,124
4500,2004.0,chevrolet trailblazer,good,6,gas,139418.0,automatic,SUV,grey,1.0,2018-10-03,32
14980,2013.0,ford f250,excellent,8,other,55606.0,automatic,pickup,white,,2018-10-10,48
15980,2007.0,gmc sierra,excellent,8,gas,93209.0,automatic,truck,blue,1.0,2019-04-07,91
10980,2006.0,chevrolet silverado,excellent,8,gas,,automatic,truck,silver,,2018-06-02,16
14980,2013.0,subaru forester,excellent,,gas,,automatic,hatchback,blue,1.0,2018-06-04,4
23400,2018.0,chevrolet camaro lt coupe 2d,good,6,gas,,other,coupe,silver,,2018-11-07,28
12980,2015.0,chevrolet camaro,excellent,6,gas,109755.0,automatic,convertible,red,,2019-02-16,40
9980,2012.0,dodge grand caravan,excellent,6,gas,77299.0,automatic,mini-van,grey,,2019-02-24,76
7500,2008.0,chevrolet silverado,fair,,diesel,300000.0,automatic,truck,silver,1.0,2018-10-14,54
22500,2002.0,chevrolet silverado 2500hd,excellent,8,diesel,,automatic,pickup,white,1.0,2018-09-05,26
25980,2017.0,ford f150,excellent,6,gas,,automatic,truck,grey,1.0,2018-07-06,28
18000,2014.0,ram 1500,excellent,8,gas,93036.0,automatic,pickup,,1.0,2019-01-23,74
11495,2014.0,ford escape,excellent,4,gas,69640.0,automatic,SUV,black,,2018-06-17,13
3995,2009.0,chevrolet impala,excellent,6,gas,147615.0,automatic,sedan,,,2019-04-06,19
15985,2009.0,chevrolet tahoe,excellent,8,gas,95173.0,automatic,SUV,blue,1.0,2019-04-08,34
16749,2017.0,dodge grand caravan,excellent,6,gas,,automatic,mini-van,,,2018-12-28,53
15985,2010.0,toyota tacoma,excellent,6,gas,131887.0,automatic,pickup,red,1.0,2019-03-01,99
17985,2013.0,chevrolet silverado 1500,excellent,8,gas,115161.0,automatic,pickup,blue,1.0,2018-10-19,12
10985,2014.0,chevrolet impala,excellent,4,gas,94244.0,automatic,sedan,blue,,2019-01-03,79
13557,2011.0,ram 1500,excellent,8,gas,153202.0,automatic,truck,white,1.0,2018-08-14,136
3295,2005.0,toyota corolla,good,4,gas,165401.0,automatic,sedan,silver,,2019-01-17,30
6000,2001.0,chevrolet silverado,fair,8,diesel,198877.0,automatic,truck,green,1.0,2019-03-30,20
2000,2005.0,ford escape,excellent,6,gas,212780.0,automatic,SUV,,1.0,2019-04-17,2
17995,2011.0,ford f150,like new,6,gas,117186.0,automatic,truck,grey,1.0,2019-04-08,35
4995,2005.0,toyota prius,good,4,gas,115700.0,automatic,hatchback,black,,2018-05-14,18
4995,,nissan versa,excellent,4,gas,93300.0,manual,sedan,grey,,2019-02-27,35
6000,1999.0,ram 1500,good,8,gas,22100.0,automatic,truck,silver,1.0,2018-08-29,55
3500,2004.0,ford f-150,fair,8,gas,109000.0,automatic,truck,white,1.0,2019-03-26,29
10900,2015.0,chevrolet traverse,good,6,gas,,automatic,SUV,custom,1.0,2019-01-28,44
16900,2016.0,ford mustang,good,4,gas,35327.0,automatic,coupe,white,,2019-03-01,19
18900,2007.0,gmc sierra 2500hd,good,8,diesel,170837.0,automatic,truck,white,1.0,2019-02-16,61
6500,2004.0,chevrolet silverado 2500hd,excellent,8,diesel,242000.0,automatic,truck,white,,2019-04-15,3
23900,2013.0,cadillac escalade,good,8,gas,87623.0,automatic,SUV,,1.0,2018-09-29,22
1500,2003.0,volkswagen passat,fair,6,gas,157500.0,automatic,sedan,black,1.0,2018-07-29,118
16000,2013.0,gmc sierra 1500,excellent,8,gas,161000.0,automatic,truck,white,1.0,2018-09-30,51
8995,2013.0,ford fusion se,excellent,4,gas,97480.0,automatic,sedan,grey,,2019-03-11,14
18400,2016.0,chevrolet camaro lt coupe 2d,good,6,gas,37380.0,other,coupe,blue,,2019-01-29,15
2300,,chevrolet tahoe,good,8,gas,190000.0,automatic,SUV,black,1.0,2019-02-26,37
7995,2011.0,chevrolet malibu,good,,gas,82057.0,automatic,sedan,silver,,2019-01-03,72
7500,,nissan rogue,excellent,4,gas,86458.0,automatic,SUV,,,2018-10-29,37
4999,2011.0,chevrolet equinox,like new,4,gas,100000.0,automatic,SUV,black,,2019-02-12,28
4995,2000.0,ford f-150,good,8,gas,,automatic,truck,,,2018-12-28,16
4000,2008.0,chrysler town & country,good,6,other,160000.0,automatic,mini-van,blue,,2019-03-11,51
2995,2000.0,jeep grand cherokee,fair,6,gas,199268.0,automatic,SUV,green,1.0,2018-11-02,31
23490,2010.0,ram 2500,excellent,6,diesel,136891.0,automatic,truck,,1.0,2019-03-19,102
2995,1992.0,ford mustang,fair,4,gas,1.0,automatic,convertible,red,,2018-08-06,10
8995,2008.0,ford f-250,good,8,gas,171671.0,automatic,truck,white,1.0,2018-12-06,10
8995,2004.0,ford f-150,good,8,gas,123594.0,automatic,truck,black,1.0,2018-06-22,9
4200,2008.0,ford focus,good,,gas,128420.0,automatic,sedan,black,,2019-02-04,36
8995,2015.0,chrysler 200,good,4,gas,67041.0,automatic,sedan,grey,,2018-05-12,22
6995,1999.0,ford f-250,good,8,gas,310075.0,automatic,truck,brown,,2018-10-11,13
15995,2015.0,ford escape,excellent,4,gas,45906.0,automatic,SUV,red,,2019-02-15,11
2595,2005.0,ford focus se,excellent,4,gas,120000.0,automatic,hatchback,black,,2019-02-04,70
13000,2010.0,chevrolet silverado,good,8,gas,,automatic,pickup,,1.0,2018-09-27,34
5995,2006.0,chevrolet silverado,good,6,gas,178167.0,manual,truck,silver,,2019-03-03,80
5995,1993.0,ford f-250,good,8,diesel,302097.0,automatic,truck,grey,1.0,2019-04-12,12
5995,2000.0,ford f-250,good,10,gas,,automatic,truck,blue,,2019-01-05,19
3850,2010.0,chevrolet impala,excellent,6,gas,167772.0,automatic,sedan,blue,,2018-10-07,49
4850,2007.0,bmw x5,excellent,6,gas,195382.0,automatic,SUV,silver,1.0,2018-09-09,68
9995,2016.0,chevrolet equinox,good,4,gas,,automatic,SUV,,,2019-01-25,67
3200,2007.0,jeep grand cherokee,good,,gas,,automatic,SUV,white,1.0,2018-05-17,35
12856,2013.0,hyundai santa fe,excellent,4,gas,89230.0,automatic,SUV,green,1.0,2019-03-04,72
14995,2008.0,ford f350 super duty,excellent,8,gas,126650.0,automatic,truck,white,,2018-05-13,89
4995,2010.0,ford fusion se,good,4,gas,117000.0,automatic,sedan,blue,,2018-10-16,11
3995,1992.0,chevrolet suburban,good,8,gas,215563.0,automatic,SUV,white,1.0,2018-10-02,19
3995,1995.0,chevrolet camaro,good,6,gas,129175.0,manual,coupe,blue,,2018-12-01,46
3995,2001.0,toyota sienna,good,6,gas,129824.0,automatic,mini-van,,,2018-06-07,69
3995,,ford f-150,good,6,gas,194008.0,manual,truck,black,,2018-05-08,43
11990,2014.0,volkswagen jetta,excellent,4,diesel,,automatic,sedan,grey,,2019-01-10,45
11995,2013.0,chrysler town & country,good,6,gas,,automatic,mini-van,brown,,2018-05-30,33
6995,2014.0,ford focus se,like new,,gas,72920.0,automatic,sedan,black,1.0,2019-03-09,62
6200,2008.0,toyota camry le,excellent,4,gas,155353.0,automatic,sedan,,,2018-12-16,34
8900,2014.0,jeep cherokee,good,4,gas,140000.0,automatic,SUV,blue,1.0,2019-03-11,47
14900,2015.0,ram 1500,excellent,8,gas,37455.0,automatic,truck,grey,1.0,2019-02-08,10
7900,,honda pilot,good,6,gas,136027.0,automatic,SUV,black,,2019-03-20,38
23995,,chevrolet suburban,excellent,8,gas,111000.0,automatic,SUV,white,1.0,2018-11-30,25
4900,2008.0,toyota prius,good,,gas,178405.0,automatic,hatchback,,,2018-06-08,7
4900,2003.0,toyota highlander,good,6,gas,,automatic,SUV,blue,1.0,2018-09-20,64
4895,2008.0,dodge grand caravan,good,6,gas,114000.0,automatic,mini-van,brown,,2018-05-15,69
4900,2008.0,honda accord,good,4,gas,176100.0,automatic,sedan,,,2018-11-27,47
22500,2018.0,nissan frontier crew cab sv,good,6,gas,24209.0,other,pickup,white,1.0,2018-05-20,101
4700,2005.0,toyota prius,excellent,4,hybrid,176010.0,automatic,sedan,blue,,2018-11-03,65
6900,2010.0,honda accord,good,6,gas,167062.0,automatic,sedan,silver,,2018-06-14,3
4800,2010.0,hyundai elantra,excellent,4,gas,92239.0,manual,sedan,black,,2018-10-15,44
14600,2013.0,ram 2500,excellent,8,gas,,automatic,truck,black,1.0,2019-03-01,62
2800,2001.0,ford explorer,excellent,6,gas,162000.0,automatic,SUV,black,,2018-11-29,63
23800,2018.0,nissan frontier crew cab sv,good,6,gas,10899.0,other,pickup,,1.0,2018-09-18,54
25200,2015.0,chevrolet silverado 1500 crew,good,8,gas,94954.0,automatic,pickup,silver,1.0,2019-04-03,24
3500,1999.0,chevrolet tahoe,fair,8,gas,100000.0,automatic,truck,,1.0,2019-03-27,53
11999,2017.0,nissan maxima,like new,6,gas,55919.0,automatic,truck,white,,2019-04-05,16
5900,,honda cr-v,good,,gas,177663.0,automatic,SUV,blue,1.0,2019-02-09,34
55000,2018.0,ram 2500,like new,,diesel,,automatic,truck,silver,1.0,2018-12-05,29
3995,2006.0,honda accord,excellent,4,gas,185847.0,automatic,sedan,green,,2019-02-02,72
16500,2014.0,chevrolet silverado 1500,excellent,8,gas,155243.0,automatic,truck,,1.0,2018-10-08,34
2300,2002.0,jeep grand cherokee laredo,excellent,6,gas,197000.0,automatic,truck,red,1.0,2019-04-08,41
28995,2015.0,toyota tundra,excellent,8,gas,103849.0,automatic,pickup,grey,1.0,2018-07-27,35
4500,2003.0,nissan frontier,excellent,4,gas,155000.0,manual,pickup,,,2018-09-02,18
5900,2012.0,hyundai sonata,good,4,gas,135350.0,automatic,sedan,silver,,2018-07-20,111
4500,1994.0,chevrolet impala,good,8,gas,,automatic,sedan,black,,2019-03-17,20
20545,2010.0,jeep wrangler,excellent,6,gas,88789.0,automatic,SUV,black,1.0,2018-08-03,45
3799,2006.0,jeep liberty,good,6,gas,145000.0,automatic,SUV,,1.0,2018-12-24,74
6995,2011.0,ford ranger,good,4,gas,126000.0,automatic,pickup,red,,2018-07-16,24
16997,2004.0,chevrolet corvette,excellent,8,gas,,automatic,convertible,red,,2018-12-15,22
30300,2017.0,ford f150 supercrew cab xlt,good,6,gas,30339.0,automatic,pickup,brown,1.0,2018-05-25,81
29995,2017.0,gmc sierra 2500hd,excellent,8,gas,164409.0,automatic,pickup,red,1.0,2018-11-04,37
18995,2016.0,toyota rav4,excellent,,gas,81423.0,automatic,SUV,blue,1.0,2018-06-06,126
36995,2017.0,jeep wrangler unlimited,excellent,6,gas,79806.0,automatic,SUV,white,1.0,2019-03-03,20
9500,2011.0,dodge grand caravan,like new,6,gas,54498.0,automatic,van,white,,2019-01-16,55
11899,2013.0,ram 1500,excellent,8,gas,95000.0,automatic,pickup,grey,,2018-05-08,49
7950,2014.0,ford taurus,excellent,6,gas,92000.0,automatic,sedan,blue,,2019-02-13,26
25665,2017.0,subaru outback,excellent,6,gas,27362.0,automatic,wagon,black,1.0,2019-03-22,32
12950,2012.0,chevrolet tahoe,excellent,,gas,112244.0,automatic,SUV,black,,2018-07-14,36
17950,2015.0,ram 1500,excellent,,diesel,136938.0,automatic,pickup,grey,1.0,2018-07-30,37
13950,2014.0,chevrolet camaro,excellent,6,gas,100952.0,automatic,coupe,grey,,2018-08-24,50
15200,2006.0,jeep wrangler,excellent,,gas,,manual,offroad,black,1.0,2018-09-13,11
15750,2017.0,nissan rogue,like new,4,gas,22000.0,automatic,SUV,,,2018-09-21,23
11675,2008.0,chevrolet tahoe,good,,gas,172000.0,automatic,SUV,white,1.0,2018-05-17,36
15995,2016.0,chevrolet camaro lt coupe 2d,like new,6,gas,30000.0,manual,coupe,,,2018-11-25,93
9995,2017.0,nissan altima,like new,4,gas,79000.0,automatic,sedan,silver,,2019-04-01,19
6995,2014.0,volkswagen jetta,like new,,gas,96482.0,automatic,sedan,silver,,2018-12-10,18
5395,,chevrolet cruze,excellent,4,gas,57000.0,automatic,sedan,black,,2018-11-15,30
13900,2003.0,chevrolet silverado 2500hd,good,8,diesel,213150.0,automatic,truck,silver,1.0,2018-11-08,26
4700,2001.0,chevrolet tahoe,good,8,gas,192000.0,automatic,SUV,white,1.0,2018-08-11,8
5500,2012.0,toyota corolla,excellent,4,gas,80700.0,automatic,sedan,silver,,2018-09-02,16
2200,2000.0,honda civic,fair,4,gas,168000.0,manual,coupe,green,,2018-09-17,3
3500,2006.0,ford f-150,good,8,gas,282000.0,automatic,truck,white,1.0,2018-06-22,22
4500,2001.0,honda cr-v,good,4,gas,197856.0,automatic,SUV,red,1.0,2019-01-22,14
13950,2014.0,chevrolet camaro,excellent,6,gas,100952.0,automatic,coupe,,,2018-10-12,22
9495,2016.0,kia soul,excellent,4,gas,108761.0,manual,sedan,silver,,2018-08-06,31
10950,2012.0,buick enclave,excellent,6,gas,133078.0,automatic,SUV,red,,2019-02-08,20
11745,2011.0,chevrolet silverado 1500,excellent,8,gas,156388.0,automatic,truck,white,,2018-06-30,52
12500,,ford f150,good,8,gas,120000.0,automatic,pickup,grey,1.0,2018-10-15,18
10950,,chevrolet impala,excellent,4,gas,117598.0,automatic,sedan,,,2018-06-23,27
5500,2002.0,chevrolet silverado 1500,good,8,gas,206000.0,automatic,truck,,1.0,2018-12-02,32
6500,2005.0,chevrolet tahoe,like new,8,gas,184000.0,automatic,SUV,black,1.0,2018-10-13,62
3000,2001.0,acura tl,good,6,gas,158287.0,automatic,sedan,silver,,2018-06-09,9
4500,2012.0,nissan sentra,good,4,gas,115000.0,automatic,sedan,red,,2018-10-29,52
4900,2007.0,toyota sienna,good,6,gas,,automatic,mini-van,blue,,2019-01-28,37
19000,2005.0,jeep wrangler,good,6,gas,48500.0,automatic,SUV,black,1.0,2019-03-11,12
3500,2003.0,toyota tundra,good,8,gas,151383.0,automatic,pickup,grey,1.0,2019-01-28,51
20600,2016.0,jeep wrangler unlimited,excellent,6,gas,47500.0,automatic,convertible,silver,1.0,2018-12-23,59
7995,2011.0,chevrolet malibu,good,4,gas,82057.0,automatic,sedan,silver,,2018-08-18,26
1500,1997.0,ford f-150,good,6,gas,200000.0,automatic,truck,custom,,2019-03-21,74
30000,2015.0,ram 1500,excellent,8,gas,43267.0,automatic,pickup,grey,1.0,2019-01-13,54
8750,1989.0,ford f150,excellent,8,gas,82.0,automatic,pickup,black,1.0,2019-04-15,9
2950,2006.0,toyota corolla,good,4,gas,216000.0,automatic,sedan,silver,,2018-05-13,9
7800,2014.0,ford f150,excellent,6,gas,210000.0,automatic,pickup,,,2018-10-12,14
3250,1993.0,jeep grand cherokee laredo,good,6,gas,186000.0,automatic,SUV,silver,1.0,2018-12-06,75
7000,1997.0,ram 1500,good,8,gas,,automatic,truck,white,1.0,2018-07-18,83
6495,2011.0,toyota camry,excellent,4,gas,151000.0,automatic,sedan,silver,,2019-03-10,50
2350,2004.0,honda pilot,like new,6,gas,211000.0,automatic,SUV,green,1.0,2018-12-16,8
9940,2016.0,ford escape,excellent,4,gas,,automatic,SUV,white,1.0,2018-07-27,11
3995,2007.0,ford focus,good,4,gas,108000.0,automatic,sedan,,,2018-06-16,51
7500,1996.0,ford mustang,good,8,gas,138000.0,manual,convertible,,,2018-11-06,112
9995,2012.0,ram 1500,excellent,,gas,,automatic,truck,white,1.0,2018-10-27,42
8500,2016.0,chrysler 200,like new,4,gas,,automatic,sedan,,,2019-03-23,11
21995,2018.0,ford f150 supercrew cab xlt,like new,8,gas,24.0,automatic,truck,,1.0,2019-01-01,14
25200,2015.0,chevrolet silverado 1500 crew,good,8,gas,94954.0,automatic,pickup,silver,1.0,2019-03-04,8
1,2007.0,chevrolet tahoe,good,8,gas,200.0,automatic,SUV,red,,2019-03-18,63
6995,2003.0,gmc sierra 2500hd,good,,gas,163982.0,automatic,truck,white,1.0,2018-09-15,14
4450,2007.0,subaru forester,excellent,4,gas,140000.0,automatic,wagon,silver,1.0,2018-12-06,23
7500,2004.0,jeep liberty,good,6,gas,61084.0,automatic,SUV,black,1.0,2018-10-28,43
9995,2005.0,ford f-150,good,8,gas,108703.0,automatic,truck,grey,1.0,2018-10-25,57
7995,2007.0,ford explorer,good,6,gas,66258.0,automatic,SUV,silver,1.0,2018-08-05,63
23995,2014.0,chevrolet silverado 1500,good,8,gas,54000.0,automatic,truck,grey,1.0,2018-06-26,11
5900,2006.0,honda accord,excellent,6,gas,113788.0,automatic,sedan,,,2019-01-30,8
6500,,ford escape,good,6,gas,72180.0,automatic,SUV,red,1.0,2019-03-15,32
7500,2006.0,kia sorento,good,6,gas,56513.0,automatic,SUV,blue,1.0,2018-05-20,66
7800,2006.0,ford f-150,good,8,gas,106016.0,automatic,truck,white,1.0,2019-04-13,21
3800,2006.0,ford focus,good,4,gas,109093.0,automatic,sedan,green,,2018-10-29,30
8750,2011.0,hyundai santa fe,good,6,gas,96337.0,automatic,SUV,red,1.0,2018-12-15,40
15900,2012.0,ford f150,excellent,,gas,94500.0,automatic,pickup,blue,1.0,2018-07-25,75
4500,2007.0,ford focus,good,4,gas,79730.0,automatic,sedan,blue,,2018-08-20,71
3995,,ford escape,good,4,gas,150847.0,automatic,SUV,green,1.0,2018-05-22,15
5500,1998.0,ford f-150,good,8,gas,137272.0,automatic,truck,red,1.0,2019-03-17,31
9500,1989.0,jeep cherokee,excellent,6,gas,101000.0,automatic,SUV,,1.0,2019-03-05,37
5000,2002.0,ford f250 super duty,excellent,8,diesel,276000.0,automatic,truck,custom,1.0,2019-04-15,36
6000,2012.0,honda civic,good,4,gas,89200.0,automatic,sedan,red,,2018-12-18,64
8500,2016.0,chrysler 200,like new,4,gas,202.0,automatic,sedan,,,2019-01-07,9
6995,2014.0,ford focus,excellent,4,gas,64365.0,automatic,sedan,blue,,2019-02-20,18
7995,2010.0,honda odyssey,excellent,,gas,112800.0,automatic,mini-van,blue,,2019-01-06,22
7495,2015.0,chevrolet cruze,excellent,4,gas,89784.0,automatic,sedan,white,,2018-05-12,33
6250,2012.0,volkswagen passat,excellent,,gas,106738.0,automatic,sedan,grey,,2018-06-10,23
8995,2015.0,chrysler 200,excellent,4,gas,92580.0,automatic,sedan,black,,2019-03-24,45
7495,,chrysler 200,excellent,4,gas,108849.0,automatic,sedan,grey,,2018-08-01,43
6425,,ford focus,excellent,4,gas,83200.0,automatic,sedan,,,2018-12-22,25
8495,,toyota prius,excellent,4,hybrid,87172.0,automatic,sedan,black,,2019-03-03,31
6195,2008.0,subaru impreza,like new,4,gas,53000.0,automatic,sedan,blue,1.0,2018-07-12,40
5800,2007.0,chevrolet silverado 1500,good,8,gas,138000.0,automatic,truck,,,2018-07-25,52
12995,2008.0,chevrolet silverado 1500,excellent,8,gas,126180.0,automatic,truck,grey,,2018-07-08,31
7900,2011.0,subaru outback,good,4,gas,,automatic,wagon,black,1.0,2018-08-24,53
4395,2010.0,ford focus,excellent,4,gas,121485.0,automatic,sedan,silver,,2018-10-27,136
11995,2012.0,ford f-150,excellent,6,gas,110124.0,automatic,pickup,silver,,2019-01-06,26
2800,2005.0,subaru impreza,good,4,gas,235000.0,automatic,other,red,,2018-06-11,13
1900,1986.0,nissan sentra,excellent,,gas,,manual,coupe,blue,,2018-10-29,63
12995,2015.0,subaru forester,excellent,4,gas,102000.0,automatic,wagon,white,1.0,2018-06-14,93
8995,2015.0,honda civic,excellent,,gas,,automatic,sedan,white,,2019-03-29,14
23995,2016.0,chevrolet silverado 1500,excellent,8,gas,93068.0,automatic,truck,black,1.0,2018-06-09,24
18998,2017.0,nissan maxima,excellent,6,gas,,automatic,sedan,blue,,2019-04-09,83
13250,2009.0,chevrolet silverado 3500hd,good,,gas,172000.0,automatic,truck,black,1.0,2018-10-07,8
8977,2013.0,ford focus,excellent,4,gas,40845.0,automatic,hatchback,,,2018-05-21,37
5750,2010.0,volkswagen jetta,excellent,5,gas,62000.0,automatic,sedan,,,2019-01-16,64
9400,2013.0,chrysler 300,excellent,6,gas,139000.0,automatic,sedan,white,,2018-06-07,118
8799,2009.0,toyota highlander,excellent,6,gas,150000.0,automatic,SUV,,,2018-07-29,55
3300,2008.0,chevrolet impala,good,6,gas,137000.0,automatic,sedan,white,,2018-09-10,53
6995,2011.0,nissan murano,excellent,6,gas,146000.0,automatic,SUV,white,,2018-08-09,49
67500,1964.0,chevrolet corvette,excellent,8,gas,2800.0,manual,coupe,silver,,2019-01-28,101
33995,2013.0,jeep wrangler unlimited,excellent,6,gas,69889.0,automatic,SUV,black,1.0,2018-10-08,56
14995,2014.0,honda pilot,excellent,6,gas,118000.0,automatic,SUV,white,1.0,2018-12-16,10
3200,2009.0,ford focus,excellent,4,gas,,automatic,sedan,grey,,2018-07-10,69
4500,2014.0,chrysler 200,excellent,4,gas,73024.0,automatic,sedan,,,2018-08-26,39
9900,2013.0,ford f-150,excellent,8,gas,223675.0,automatic,pickup,,1.0,2018-10-16,54
22000,2015.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,silver,1.0,2018-12-29,22
8995,2016.0,dodge grand caravan,good,6,gas,131700.0,automatic,mini-van,,,2018-05-23,101
12500,2012.0,ford f-150,good,8,gas,155000.0,automatic,pickup,silver,1.0,2019-04-18,10
4300,2005.0,honda civic,good,,gas,,automatic,sedan,grey,,2018-07-10,28
5250,2012.0,chevrolet malibu,excellent,4,gas,98000.0,automatic,sedan,,,2018-08-09,44
4800,2005.0,ford mustang,good,6,gas,145000.0,manual,coupe,,,2018-12-04,63
1200,2009.0,volkswagen jetta,fair,5,gas,135000.0,automatic,sedan,red,,2019-03-26,43
21900,,nissan frontier crew cab sv,good,6,gas,4998.0,other,pickup,,,2018-12-30,48
10995,2017.0,chevrolet malibu,like new,4,gas,89000.0,automatic,sedan,,,2019-04-16,22
11694,2014.0,chevrolet camaro,excellent,6,gas,83990.0,automatic,coupe,yellow,,2018-06-16,32
16851,2017.0,honda accord,excellent,4,gas,24317.0,automatic,sedan,silver,,2019-03-18,95
3200,2011.0,nissan sentra,excellent,,gas,,automatic,coupe,,,2018-08-25,37
6000,2009.0,toyota camry,good,4,gas,116000.0,automatic,sedan,,,2018-05-19,11
6988,2015.0,volkswagen passat,excellent,4,gas,99558.0,automatic,sedan,red,,2018-05-11,58
7000,2013.0,chrysler 300,excellent,6,gas,97000.0,automatic,sedan,blue,,2018-12-05,40
29875,2014.0,toyota tundra,excellent,8,gas,54633.0,automatic,truck,,1.0,2019-03-12,39
18447,2015.0,ford explorer,excellent,6,gas,68862.0,automatic,SUV,black,,2019-04-09,17
15900,2012.0,ford f-150,good,8,gas,146620.0,automatic,truck,,1.0,2018-08-30,59
8890,2014.0,chevrolet suburban,excellent,8,gas,247650.0,automatic,SUV,,,2018-09-27,66
2395,2000.0,honda accord,good,6,gas,,automatic,sedan,grey,,2019-01-24,46
6200,2008.0,ford f-150,excellent,3,gas,166000.0,automatic,truck,white,,2018-06-30,67
8900,,nissan sentra,good,4,gas,73476.0,automatic,sedan,white,,2018-11-21,29
5100,2011.0,chevrolet impala,excellent,,gas,170000.0,automatic,sedan,white,,2019-03-18,20
8000,2010.0,honda cr-v,excellent,4,gas,173000.0,automatic,SUV,white,1.0,2019-04-07,48
